review_id,feature,opinion,sentiment,token,engagement
1043,0,bars,top,rtUBcCx-i2c,-1,"hehe I just realized the top 4 worst bars are what my family are using to try to lose weight, it isn't working."
1043,0,trier,using,rtUBcCx-i2c,-1,"hehe I just realized the top 4 worst bars are what my family are using to try to lose weight, it isn't working."
1043,0,bars,slimfast,rtUBcCx-i2c,0,"And my little brother lives on slimfast bars or used to, no wonder he could never get in shape...."
1043,0,bar,not good,rtUBcCx-i2c,2,"I can't remember this really good bar I found with good overall mineral levels and vitamins, it cost me 3$ for one bar though but it filled me up for 5 hours..."
1043,0,bar,not good,rtUBcCx-i2c,2,"I can't remember this really good bar I found with good overall mineral levels and vitamins, it cost me 3$ for one bar though but it filled me up for 5 hours..."
1045,0,bar,best,rtUBcCx-i2c,1,@OtorresFitness The Snickers Protein bar is the best!
1076,0,powder,natural,9FohnE80J0w,0,Can i ask you where do you buy natural protein powder since there are many similar products from many more companies that produce this stuff?
1076,0,products,similar,9FohnE80J0w,0,Can i ask you where do you buy natural protein powder since there are many similar products from many more companies that produce this stuff?
1076,0,products,many,9FohnE80J0w,0,Can i ask you where do you buy natural protein powder since there are many similar products from many more companies that produce this stuff?
1082,0,thing,good,9FohnE80J0w,1,"I wonder why EVERY thing have to taste so damn ""good""."
1082,0,taste,good,9FohnE80J0w,1,"I wonder why EVERY thing have to taste so damn ""good""."
1082,0,glass,big,9FohnE80J0w,1,It's like taking a lots of vitamin supplements and put them in a big glass of coca cola and call it healthy.
1084,0,meal,third,em4sPC6zse8,0,Your third meal is at 11am and is 250kcal when cutting?
1086,0,fat,extra,em4sPC6zse8,-1,There you will discover a practical free video presentation by a recognized certified health practitioner revealing how to lose extra fat.
1087,0,drink,main,em4sPC6zse8,0,"After breakfast, make water your main drink."
1087,0,calories,additional,em4sPC6zse8,0,The average American consumes an additional 245 calories each day from soft drinks.
1087,0,drinks,soft,em4sPC6zse8,0,The average American consumes an additional 245 calories each day from soft drinks.
1089,0,fat,unwanted,em4sPC6zse8,0,There you can find a beneficial free video presentation by an eerienced certified health practitioner revealing the right way to burn unwanted fat.
1089,0,fat,abdominal,em4sPC6zse8,0,This made it easier for Samuel to burn his abdominal fat.
1090,0,mass,visible,em4sPC6zse8,-1,On their website you can watch a useful free video featuring the way to build up visible muscle mass very fast while losing fat at the same time.
1090,0,results,positive,em4sPC6zse8,2,Devan and plenty other guys had positive results applying this methodology.
1092,0,fat,unwanted,em4sPC6zse8,1,On there you can find a beneficial free video by a well established certified nutritionist revealing the right way to burn unwanted fat.
1096,0,fat,unwanted,em4sPC6zse8,1,On there you will find a useful free video presentation by a recognized physician revealing how to reduce unwanted fat.
1097,0,fat,excess,em4sPC6zse8,1,On their website you will find a nice free video featuring the way to gain visible lean muscle really fast whilst burning excess fat as well.
1097,0,results,positive,em4sPC6zse8,2,Steve is among the numerous guys who had positive results by using this methodology.
1098,0,weight,excess,em4sPC6zse8,1,There you can find a practical free video by a well respected doctor and licensed nutritionist talking on how to reduce excess weight.
1098,0,fat,abdominal,em4sPC6zse8,0,It helped David to burn his abdominal fat.
1100,0,bars,right,em4sPC6zse8,0,how do you know if the bars are the right size and if the really 238 calories and whats the k in calories for?
1100,0,size,right,em4sPC6zse8,0,how do you know if the bars are the right size and if the really 238 calories and whats the k in calories for?
1101,0,feel,exhilarated,em4sPC6zse8,0,The intensity of my sessions is tailored to my capabilities and i feel exhilarated after every session.
1128,0,ingredients,dry,QSe70xLiNnk,0,"After adding the honey to the dry ingredients, coat your fingers in the saflower oil and mix all the stuff together."
1143,0,people,many,sREg8GrkPio,2,I still have a pretty solid physique and many people think I'm on steroids.
1144,0,function,mitochondrial,sREg8GrkPio,0,"You probably shouldn't take muscle building supplements if you're out of shape, but one's that reduce insulin resistance, lipids and assist mitochondrial function might be essential."
1153,0,mass,additional,sREg8GrkPio,0,I'm not trying to gain additional muscle mass or working out to promote that end.
1156,2,feel,uncomfortable,sREg8GrkPio,-3,That third point must have made people feel really uncomfortable.
1159,0,supplementation,specific,sREg8GrkPio,0,I was wondering if you could do a video on age specific supplementation.
1161,0,protein,whey,sREg8GrkPio,-2,How can I use whey protein in my weight loss regimen?
1165,0,building,need,p8elhfTjN3o,0,only 3 supplement's you need to build an aesthetic physique tren winstrol and some clen and you will be a shredded sick kunt
1170,0,supplements,perfec,p8elhfTjN3o,0,I'm working on an app right now that will help people find the perfec supplements for their specific needs and cut out all the bullshit for them.
1170,0,process,whole,p8elhfTjN3o,0,I'm also documenting the whole process of making this app on my YT channel.
1180,0,workout,own,p8elhfTjN3o,0,"Do you think wich better, make your own pre workout or buy a pre workout formula?"
1180,0,workout,own,p8elhfTjN3o,0,"Do you think wich better, make your own pre workout or buy a pre workout formula?"
1189,0,supplement,good,NhK0kyJj00s,1,vitamins do very little without a good mineral supplement.
1190,0,type,different,NhK0kyJj00s,1,should I use all kind of supplements from different type of Companies
1191,0,foods,harmful,NhK0kyJj00s,-1,"I agree with all of what you said except for creatine i get how it works i just think taking to much (other then whats in steak,tuna,..etc natural foods) would be harmful for your kidneys."
1191,0,supplement,natural,NhK0kyJj00s,-2,But whats your take on andro and NO2 elode i know how these work but it seems not a natural supplement and could be very harmful on your heart in the case of NO2 elode to get the nutrition to get to the muscles faster.
1191,0,case,harmful,NhK0kyJj00s,-2,But whats your take on andro and NO2 elode i know how these work but it seems not a natural supplement and could be very harmful on your heart in the case of NO2 elode to get the nutrition to get to the muscles faster.
1193,0,protein,whey,NhK0kyJj00s,0,"So when I started working out at 14, I began taking muscle pharm combat whey protein about four months after I initially began."
1193,0,supplements,more,NhK0kyJj00s,1,"A year later once I turned 15 I began taking more supplements like preworkout, creatine, and amino acids."
1195,0,weight,same,NhK0kyJj00s,1,how would my strength be affected will it rise up fast because I'm 15 and I feel like I'm not lifting high or will I stay lifting the same weight or will it just grow Naturally when working out because I already workout 4 times a week
1200,0,amount,HUGE,NhK0kyJj00s,0,It is true that trying to get creatine from food means that you have to take a HUGE amount of tuna of meet... and might cause other problems.
1200,0,problems,other,NhK0kyJj00s,0,It is true that trying to get creatine from food means that you have to take a HUGE amount of tuna of meet... and might cause other problems.
1200,0,amount,high,NhK0kyJj00s,-1,"But how about taking creatine as a supplement, do you consider kidney problems and having a high amount of creatinine in blood which comes in some cases from taking that?"
