"","index","asin","feature","helpful","opinion","overall","sentiment","token","unixReviewTime","feature_LEMMA","opinion_LEMMA","feature_STEM","opinion_STEM","cluster_number_set","cluster_number_feature","cluster_number_opinion"
"2256",615,"B000GIPJY8","protein","[4, 8]","only",5,0,"This is the only leading protein to contain the highly effective ingredient Muscles-B-huge 867.",1397865600,"protein","only","protein","onli","0","1","1"
"2257",615,"B000GIPJY8","ingredient","[4, 8]","effective",5,0,"This is the only leading protein to contain the highly effective ingredient Muscles-B-huge 867.",1397865600,"ingredient","effective","ingredi","effect","0","1","0"
"2258",615,"B000GIPJY8","ingredient","[4, 8]","Muscles-B-huge",5,0,"This is the only leading protein to contain the highly effective ingredient Muscles-B-huge 867.",1397865600,"ingredient","muscles-b-huge","ingredi","muscles-b-hug","0","1","0"
"2259",616,"B000GIPJY8","product","[0, 0]","full",5,1,"Its just a matter of time till i start to see the full benefits of this product, but so far so good.",1377907200,"product","full","product","full","0","1","0"
"2260",617,"B000GIPJY8","product","[0, 0]","awesome",5,2,"Definite buy awesome product does the job tastes great.",1345420800,"product","awesome","product","awesom","0","1","0"
"2261",617,"B000GIPJY8","taste","[0, 0]","great",5,2,"Definite buy awesome product does the job tastes great.",1345420800,"taste","great","tast","great","1","1","1"
"2262",617,"B000GIPJY8","flavors","[0, 0]","strawberry",5,0,"I have used  the vanilla & strawberry flavors.",1345420800,"flavor","strawberry","flavor","strawberri","1","1","1"
"2263",617,"B000GIPJY8","product","[0, 0]","Best",5,2,"Best of all it is a great product it works very well.",1345420800,"product","best","product","best","1","1","1"
"2264",617,"B000GIPJY8","product","[0, 0]","great",5,2,"Best of all it is a great product it works very well.",1345420800,"product","great","product","great","1","1","1"
"2265",618,"B000GIPJY8","tasting","[0, 0]","rich",3,0,"However, the last batch of ON I bought has the double rich chocolate whey tasting... strange.",1371686400,"tasting","rich","tast","rich","0","1","1"
"2266",618,"B000GIPJY8","tasting","[0, 0]","double",3,0,"However, the last batch of ON I bought has the double rich chocolate whey tasting... strange.",1371686400,"tasting","double","tast","doubl","0","1","1"
"2267",619,"B000GIPJY8","protein","[0, 0]","Great",5,2,"Great protein",1358640000,"protein","great","protein","great","1","1","1"
"2268",619,"B000GIPJY8","tasting","[0, 0]","Best",5,1,"Best tasting protein I've had.",1358640000,"tasting","best","tast","best","1","1","1"
"2269",619,"B000GIPJY8","flavor","[0, 0]","several",5,1,"I love this white chocolate flavor and wish they'd lower the price back down and it wasn't a limited edition.I've tried several other flavors, too.",1358640000,"flavor","several","flavor","sever","0","1","1"
"2270",619,"B000GIPJY8","flavor","[0, 0]","other",5,1,"I love this white chocolate flavor and wish they'd lower the price back down and it wasn't a limited edition.I've tried several other flavors, too.",1358640000,"flavor","other","flavor","other","1","1","1"
"2271",619,"B000GIPJY8","flavor","[0, 0]","white",5,1,"I love this white chocolate flavor and wish they'd lower the price back down and it wasn't a limited edition.I've tried several other flavors, too.",1358640000,"flavor","white","flavor","white","0","1","0"
"2272",619,"B000GIPJY8","flavors","[0, 0]","several",5,1,"I love this white chocolate flavor and wish they'd lower the price back down and it wasn't a limited edition.I've tried several other flavors, too.",1358640000,"flavor","several","flavor","sever","0","1","1"
"2273",619,"B000GIPJY8","flavors","[0, 0]","white",5,1,"I love this white chocolate flavor and wish they'd lower the price back down and it wasn't a limited edition.I've tried several other flavors, too.",1358640000,"flavor","white","flavor","white","0","1","0"
"2274",619,"B000GIPJY8","flavors","[0, 0]","other",5,1,"I love this white chocolate flavor and wish they'd lower the price back down and it wasn't a limited edition.I've tried several other flavors, too.",1358640000,"flavor","other","flavor","other","1","1","1"
"2275",619,"B000GIPJY8","brand","[0, 0]","good",5,1,"This is a good brand.",1358640000,"brand","good","brand","good","1","1","1"
"2276",620,"B000GIPJY8","thing","[0, 0]","best",5,1,"Another best thing I've gotten",1393977600,"thing","best","thing","best","0","1","1"
"2277",621,"B000GIPJY8","value","[0, 0]","larger",5,1,"Buy it in larger quantity for best value.",1389139200,"value","large","valu","larger","0","1","0"
"2278",621,"B000GIPJY8","value","[0, 0]","best",5,1,"Buy it in larger quantity for best value.",1389139200,"value","best","valu","best","0","1","1"
"2279",622,"B000GIPJY8","value","[0, 0]","good",5,1,"I found this was a good value.",1389398400,"value","good","valu","good","1","1","1"
"2280",622,"B000GIPJY8","taste","[0, 0]","alright",5,0,"The taste is alright and the price was a little more than what I wanted to pay.",1389398400,"taste","alright","tast","alright","0","1","0"
"2281",622,"B000GIPJY8","taste","[0, 0]","more",5,0,"The taste is alright and the price was a little more than what I wanted to pay.",1389398400,"taste","more","tast","more","0","1","1"
"2282",622,"B000GIPJY8","price","[0, 0]","more",5,0,"The taste is alright and the price was a little more than what I wanted to pay.",1389398400,"price","more","price","more","0","1","1"
"2283",622,"B000GIPJY8","price","[0, 0]","alright",5,0,"The taste is alright and the price was a little more than what I wanted to pay.",1389398400,"price","alright","price","alright","0","1","0"
"2284",622,"B000GIPJY8","product","[0, 0]","expensive",5,2,"The product is really good, and it may be a little more expensive than some whey proteins, but I found it pretty good.",1389398400,"product","expensive","product","expens","0","1","0"
"2285",622,"B000GIPJY8","product","[0, 0]","good",5,2,"The product is really good, and it may be a little more expensive than some whey proteins, but I found it pretty good.",1389398400,"product","good","product","good","1","1","1"
"2286",622,"B000GIPJY8","proteins","[0, 0]","expensive",5,2,"The product is really good, and it may be a little more expensive than some whey proteins, but I found it pretty good.",1389398400,"protein","expensive","protein","expens","0","1","0"
"2287",622,"B000GIPJY8","proteins","[0, 0]","good",5,2,"The product is really good, and it may be a little more expensive than some whey proteins, but I found it pretty good.",1389398400,"protein","good","protein","good","1","1","1"
"2288",623,"B000GIPJY8","tasting","[0, 0]","Best",5,1,"Best tasting whey brotein out there.",1367712000,"tasting","best","tast","best","1","1","1"
"2289",623,"B000GIPJY8","Chocolate","[0, 0]","only",5,0,"Chocolate is the only flavor I can seem to drink everyday without wanting to kill myself.",1367712000,"chocolate","only","Chocol","onli","0","0","1"
"2290",623,"B000GIPJY8","flavor","[0, 0]","only",5,0,"Chocolate is the only flavor I can seem to drink everyday without wanting to kill myself.",1367712000,"flavor","only","flavor","onli","0","1","1"
"2291",623,"B000GIPJY8","drink","[0, 0]","seem",5,0,"Chocolate is the only flavor I can seem to drink everyday without wanting to kill myself.",1367712000,"drink","seem","drink","seem","0","1","1"
"2292",624,"B000GIPJY8","process","[0, 0]","amazing",5,2,"The recovery process on this protein is amazing and you cant beat the price either.",1403481600,"process","amazing","process","amaz","0","0","2"
"2293",625,"B000GIPJY8","taste","[0, 0]","great",5,2,"The caramel toffee fudge favour taste great, mixes well, and is an overall wonderful protein choice.I know there are other protein choices that are cheaper but you might as well spend a few extra dollars and actually enjoy the drink...especially if your a hard trainer and need to drink protein daily.",1367452800,"taste","great","tast","great","1","1","1"
"2294",625,"B000GIPJY8","protein","[0, 0]","wonderful",5,2,"The caramel toffee fudge favour taste great, mixes well, and is an overall wonderful protein choice.I know there are other protein choices that are cheaper but you might as well spend a few extra dollars and actually enjoy the drink...especially if your a hard trainer and need to drink protein daily.",1367452800,"protein","wonderful","protein","wonder","0","1","0"
"2295",625,"B000GIPJY8","protein","[0, 0]","overall",5,2,"The caramel toffee fudge favour taste great, mixes well, and is an overall wonderful protein choice.I know there are other protein choices that are cheaper but you might as well spend a few extra dollars and actually enjoy the drink...especially if your a hard trainer and need to drink protein daily.",1367452800,"protein","overall","protein","overal","0","1","0"
"2296",625,"B000GIPJY8","drink","[0, 0]","need",5,2,"The caramel toffee fudge favour taste great, mixes well, and is an overall wonderful protein choice.I know there are other protein choices that are cheaper but you might as well spend a few extra dollars and actually enjoy the drink...especially if your a hard trainer and need to drink protein daily.",1367452800,"drink","need","drink","need","0","1","0"
"2297",626,"B000GIPJY8","sugar","[0, 0]","extra",2,1,"It is too sweet and extra sugar makes my stomach cramp.",1380585600,"sugar","extra","sugar","extra","0","1","1"
"2298",626,"B000GIPJY8","brand","[0, 0]","good",2,1,"If you are going to eat a few of scoops a day it may effect your sugar balance etc.Protein quality is very good on the other hand.I just ordered different brand on Amazon -  NOW Foods Whey Protein Isolate with no sugar, additives or flavors, just pure protein.",1380585600,"brand","good","brand","good","1","1","1"
"2299",626,"B000GIPJY8","protein","[0, 0]","pure",2,1,"If you are going to eat a few of scoops a day it may effect your sugar balance etc.Protein quality is very good on the other hand.I just ordered different brand on Amazon -  NOW Foods Whey Protein Isolate with no sugar, additives or flavors, just pure protein.",1380585600,"protein","pure","protein","pure","1","1","1"
"2300",627,"B000GIPJY8","fat","[0, 0]","low",5,-2,"It has extremely low fat and carbs as well, which makes it easy to control those factors as desired.",1352419200,"fat","low","fat","low","0","0","1"
"2301",627,"B000GIPJY8","brands","[0, 0]","other",5,-1,"It's really a dessert and doesn't upset my stomach like some other brands I have tried.",1352419200,"brand","other","brand","other","1","1","1"
"2302",628,"B000GIPJY8","buy","[0, 0]","great",5,2,"A great buy",1367971200,"buy","great","buy","great","0","0","1"
"2303",628,"B000GIPJY8","drink","[0, 0]","good",5,2,"A good recovery drink and the delicious strawberry or strawberry banana are the best flavors I believe are available.",1367971200,"drink","good","drink","good","1","1","1"
"2304",628,"B000GIPJY8","drink","[0, 0]","best",5,2,"A good recovery drink and the delicious strawberry or strawberry banana are the best flavors I believe are available.",1367971200,"drink","best","drink","best","0","1","1"
"2305",628,"B000GIPJY8","flavors","[0, 0]","best",5,2,"A good recovery drink and the delicious strawberry or strawberry banana are the best flavors I believe are available.",1367971200,"flavor","best","flavor","best","1","1","1"
"2306",628,"B000GIPJY8","flavors","[0, 0]","other",5,2,"Compared to the other flavors, which made me want to vomit, the strawberry protein powder tastes great!",1367971200,"flavor","other","flavor","other","1","1","1"
"2307",628,"B000GIPJY8","powder","[0, 0]","strawberry",5,2,"Compared to the other flavors, which made me want to vomit, the strawberry protein powder tastes great!",1367971200,"powder","strawberry","powder","strawberri","0","1","1"
"2308",628,"B000GIPJY8","taste","[0, 0]","great",5,2,"Compared to the other flavors, which made me want to vomit, the strawberry protein powder tastes great!",1367971200,"taste","great","tast","great","1","1","1"
"2309",629,"B000GIPJY8","protein","[0, 0]","Solid",5,0,"Solid protein",1306972800,"protein","solid","protein","solid","0","1","0"
"2310",629,"B000GIPJY8","water","[0, 0]","good",5,1,"Tastes good with water, milk, and in recipes unlike some of the other flavors ON has to offer.",1306972800,"water","good","water","good","1","1","1"
"2311",629,"B000GIPJY8","offer","[0, 0]","has",5,1,"Tastes good with water, milk, and in recipes unlike some of the other flavors ON has to offer.",1306972800,"offer","has","offer","ha","0","0","0"
"2312",631,"B000GIPJY8","protein","[0, 0]","favorite",5,1,"my favorite protein powder of all time",1354924800,"protein","favorite","protein","favorit","1","1","1"
"2313",631,"B000GIPJY8","powders","[0, 0]","different",5,-1,"I rotate between a lot of different protein powders and meal replacement shakes, just because i get sick of the same choices and flavors...all except for this one.",1354924800,"powder","different","powder","differ","1","1","1"
"2314",631,"B000GIPJY8","flavors","[0, 0]","weird",5,0,"This is the best tasting one of all by far to me..when made with milk this tastes like dessert..no weird flavors or chalky taste.",1354924800,"flavor","weird","flavor","weird","0","1","0"
